Unnamed: 0,void_init_kernel<double>(double*__double_const*__double_const*__double_const*__unsigned_long__bool)_,void_read_kernel<double>(double*__double_const*__double_const*__double_const*__unsigned_long__bool)_,void_scale_kernel<double>(double*__double_const*__double_const*__double_const*__unsigned_long__bool)_,void_stencil1d3pt_kernel<double>(double*__double_const*__double_const*__double_const*__unsigned_long__bool)_,void_stencil1d5pt_kernel<double>(double*__double_const*__double_const*__double_const*__unsigned_long__bool)_,void_triad_kernel<double>(double*__double_const*__double_const*__double_const*__unsigned_long__bool)_
CPC_CPC_Stall_Cycles_max,"10495.0,10190.0,21976.0,11173.0,11178.0,10976.0,11384.0,10780.0,11016.0,10487.0,10988.0,10189.0,12238.0,11437.0,11183.0,10195.0,11233.0,10942.0,11383.0,10751.0,11057.0,10732.0,11340.0,11103.0,10868.0,11541.0,11087.0,10469.0,11181.0,11467.0,11277.0,11384.0","10621.0,10341.0,10201.0,11481.0,10980.0,10965.0,10652.0,10904.0,10874.0,11224.0,11416.0,10253.0,10673.0,11089.0,11252.0,10390.0,184797.0,11274.0,10944.0,10743.0,11312.0,10823.0,11033.0,11062.0,10766.0,11225.0,11110.0,10141.0,10929.0,11109.0,11607.0,11546.0","10406.0,10337.0,10573.0,171002.0,10667.0,11039.0,10734.0,10889.0,11394.0,10947.0,10812.0,11536.0,10972.0,11248.0,11775.0,10511.0,11541.0,11519.0,11400.0,11333.0,11477.0,11095.0,11297.0,11111.0,11493.0,11387.0,11439.0,10934.0,12007.0,11540.0,11363.0,11417.0","10969.0,10358.0,19978.0,10441.0,10725.0,11136.0,11359.0,11159.0,11522.0,11252.0,10536.0,11281.0,11620.0,11309.0,11345.0,10582.0,11538.0,11395.0,10469.0,11480.0,11951.0,11875.0,11383.0,12253.0,11570.0,11540.0,11212.0,11421.0,11719.0,11298.0,11633.0,11581.0","268557.0,10795.0,10324.0,10529.0,10947.0,11010.0,11252.0,11199.0,171338.0,11373.0,10463.0,10731.0,11233.0,11312.0,11839.0,10536.0,11452.0,11372.0,10463.0,11377.0,11187.0,11402.0,12399.0,11427.0,11459.0,11551.0,11374.0,11440.0,11496.0,11690.0,11323.0,11581.0","10778.0,10321.0,10470.0,10354.0,10778.0,11252.0,11405.0,11031.0,11091.0,11664.0,10796.0,11184.0,11455.0,11316.0,11800.0,10329.0,11128.0,11539.0,10747.0,11625.0,11509.0,11212.0,11099.0,11354.0,10962.0,11626.0,11291.0,11291.0,11575.0,11762.0,172930.0,11480.0"
CPC_CPC_Stall_Rate_avg,"0.2,0.24,0.29,0.37,0.42,0.47,0.51,0.54,0.6,0.62,0.67,0.68,0.76,0.78,0.81,0.77,0.83,0.85,0.72,0.73,0.75,0.73,0.75,0.76,0.76,0.78,0.78,0.75,0.82,0.81,0.8,0.8","0.05,0.1,0.14,0.19,0.25,0.28,0.32,0.34,0.39,0.44,0.47,0.47,0.51,0.57,0.61,0.6,1.25,0.7,0.84,0.84,0.84,0.84,0.85,0.85,0.83,0.86,0.85,0.8,0.86,0.86,0.85,0.86","0.04,0.07,0.1,0.24,0.16,0.19,0.22,0.25,0.27,0.29,0.3,0.32,0.33,0.35,0.37,0.36,0.38,0.4,0.4,0.41,0.41,0.4,0.41,0.4,0.41,0.42,0.43,0.39,0.43,0.42,0.39,0.4","0.04,0.07,0.1,0.12,0.15,0.18,0.2,0.21,0.23,0.24,0.23,0.26,0.26,0.28,0.28,0.28,0.28,0.3,0.28,0.31,0.3,0.31,0.31,0.32,0.31,0.33,0.32,0.31,0.34,0.33,0.32,0.32","0.08,0.07,0.09,0.11,0.14,0.17,0.19,0.21,0.4,0.25,0.24,0.24,0.25,0.26,0.26,0.25,0.24,0.25,0.24,0.26,0.25,0.26,0.27,0.26,0.24,0.26,0.26,0.25,0.26,0.26,0.24,0.24","0.04,0.07,0.1,0.12,0.15,0.19,0.21,0.23,0.25,0.28,0.27,0.31,0.32,0.34,0.35,0.32,0.33,0.36,0.34,0.38,0.36,0.36,0.36,0.38,0.35,0.38,0.38,0.36,0.4,0.39,0.66,0.36"
CPC_CPC_Stall_Rate_min,"0.07,0.13,0.17,0.25,0.31,0.36,0.41,0.46,0.51,0.56,0.6,0.62,0.68,0.73,0.75,0.76,0.75,0.77,0.67,0.68,0.7,0.67,0.68,0.71,0.71,0.61,0.72,0.7,0.76,0.74,0.73,0.71","0.05,0.09,0.13,0.17,0.23,0.26,0.3,0.31,0.36,0.4,0.43,0.44,0.48,0.53,0.56,0.57,0.59,0.65,0.77,0.79,0.76,0.77,0.77,0.75,0.78,0.8,0.77,0.74,0.77,0.76,0.76,0.75","0.04,0.07,0.09,0.12,0.15,0.18,0.21,0.23,0.25,0.27,0.27,0.3,0.31,0.32,0.33,0.34,0.34,0.37,0.37,0.37,0.38,0.37,0.37,0.37,0.37,0.38,0.39,0.37,0.39,0.38,0.36,0.37","0.03,0.06,0.09,0.11,0.14,0.16,0.18,0.19,0.21,0.22,0.22,0.24,0.24,0.25,0.25,0.26,0.25,0.27,0.26,0.28,0.27,0.29,0.28,0.29,0.28,0.3,0.3,0.29,0.31,0.31,0.29,0.28","0.03,0.06,0.08,0.11,0.13,0.15,0.17,0.19,0.2,0.22,0.22,0.22,0.23,0.24,0.24,0.23,0.21,0.23,0.22,0.24,0.23,0.23,0.24,0.23,0.22,0.24,0.23,0.23,0.24,0.23,0.22,0.21","0.04,0.06,0.09,0.11,0.14,0.17,0.19,0.21,0.23,0.26,0.25,0.28,0.29,0.31,0.32,0.3,0.3,0.33,0.31,0.34,0.33,0.32,0.32,0.34,0.32,0.34,0.35,0.33,0.36,0.35,0.33,0.32"
CPC_CPC_Stall_Rate_max,"0.87,0.78,0.73,0.85,0.84,0.81,0.79,0.78,0.8,0.76,0.86,0.77,0.89,0.88,0.87,0.79,0.91,0.9,0.79,0.77,0.8,0.78,0.84,0.83,0.8,0.89,0.85,0.79,0.89,0.92,0.87,0.87","0.06,0.11,0.15,0.22,0.27,0.31,0.34,0.37,0.43,0.49,0.53,0.5,0.56,0.63,0.66,0.63,12.07,0.76,0.89,0.89,0.93,0.91,0.94,0.93,0.9,0.94,0.94,0.86,0.92,0.94,0.98,0.97","0.04,0.07,0.11,2.2,0.17,0.21,0.24,0.27,0.3,0.31,0.32,0.36,0.37,0.39,0.42,0.38,0.43,0.44,0.44,0.44,0.45,0.44,0.46,0.45,0.44,0.46,0.46,0.42,0.49,0.47,0.44,0.46","0.04,0.07,0.19,0.13,0.16,0.2,0.22,0.23,0.26,0.26,0.25,0.29,0.3,0.3,0.3,0.29,0.31,0.32,0.3,0.34,0.34,0.35,0.35,0.38,0.34,0.36,0.35,0.34,0.37,0.36,0.36,0.35","0.96,0.07,0.09,0.12,0.15,0.18,0.21,0.23,3.68,0.27,0.25,0.26,0.28,0.29,0.29,0.26,0.27,0.29,0.26,0.29,0.28,0.29,0.31,0.29,0.27,0.29,0.29,0.27,0.29,0.29,0.27,0.27","0.04,0.07,0.1,0.13,0.17,0.2,0.24,0.25,0.28,0.32,0.3,0.34,0.36,0.37,0.39,0.34,0.36,0.4,0.38,0.42,0.4,0.4,0.4,0.42,0.38,0.42,0.42,0.39,0.43,0.44,6.06,0.4"
CPC_CPC_Packet_Decoding_avg,"10116.04,10225.17,10096.04,10474.0,10557.22,10429.3,10460.87,10405.0,10706.78,10965.57,10386.3,10508.83,10265.7,10450.04,10239.43,10395.61,10600.17,10330.04,11137.84,11030.79,10929.21,10823.0,11097.05,11142.21,11417.26,11298.79,11255.53,11478.37,11427.68,11331.37,11538.89,11522.42","10546.74,10702.42,16726.11,10859.0,10923.0,10777.16,10877.26,10879.53,11181.05,11311.0,10983.89,11025.58,10827.16,10982.84,10810.11,10872.68,10964.63,10873.53,10600.13,10465.57,10325.26,10249.96,10592.7,10490.35,10513.96,10595.0,10644.91,10600.65,10643.17,10552.17,10512.91,10465.43","10883.53,11075.26,11085.95,11397.53,11696.63,11540.63,11828.05,11780.42,12020.16,12357.47,11954.74,12120.58,11970.95,12122.21,12375.53,12289.89,12552.63,12321.16,12524.63,12556.37,12759.37,12751.42,12752.79,12893.16,12829.68,13135.26,13061.53,13173.84,13326.16,12802.84,12959.53,12780.26","11191.42,11079.53,11582.32,11244.84,11815.89,11671.21,11811.16,12015.79,12270.74,12638.37,12581.68,12483.47,12523.63,12718.95,12890.16,13367.95,13134.32,12994.05,12991.37,13564.63,13571.37,13627.11,14027.32,13863.74,13581.58,14151.89,14265.21,14342.63,14498.26,14042.26,13968.74,13685.37","11175.53,11424.74,11210.0,11200.42,11828.26,11799.47,12012.0,12168.89,12525.42,12352.21,12349.79,12241.37,12199.37,12498.89,12473.26,12921.47,12481.89,12351.95,12682.26,13094.42,13054.79,13281.16,13704.37,13195.05,13114.11,13299.11,14013.21,13835.53,14361.05,13680.42,13808.53,13092.0","11044.58,11213.26,11500.42,11296.74,11953.11,11750.05,11847.79,12038.32,12027.11,12473.84,12348.47,12272.79,12267.68,12619.84,12557.32,13005.16,12649.95,12692.58,12730.0,12793.11,12769.32,12759.16,13147.0,13012.42,13196.63,13156.11,13283.63,13294.37,13750.42,13351.68,13590.74,13065.11"
CPC_CPC_Packet_Decoding_min,"8875.0,8917.0,8945.0,9078.0,8994.0,9064.0,9092.0,9008.0,9218.0,9318.0,9115.0,9150.0,9017.0,9073.0,8912.0,8982.0,9218.0,8868.0,9438.0,9494.0,9396.0,9340.0,9688.0,9702.0,9790.0,9704.0,9657.0,9935.0,9643.0,9720.0,9533.0,9734.0","9165.0,9172.0,9048.0,9235.0,9258.0,9284.0,9403.0,9417.0,9419.0,9685.0,9606.0,9286.0,9321.0,9342.0,9431.0,9424.0,9452.0,9167.0,9092.0,9052.0,9071.0,9001.0,8954.0,9155.0,9021.0,9215.0,9257.0,9180.0,9042.0,9061.0,9229.0,9161.0","9399.0,9518.0,9567.0,9602.0,10130.0,9948.0,10121.0,9742.0,10324.0,10557.0,10441.0,10464.0,10490.0,10399.0,10525.0,10291.0,10759.0,10603.0,10757.0,10682.0,10570.0,11103.0,10939.0,10967.0,10941.0,11471.0,11289.0,11336.0,10873.0,10677.0,10707.0,11428.0","9901.0,9553.0,9983.0,9670.0,10109.0,10039.0,10081.0,10081.0,10583.0,10770.0,11016.0,10614.0,10787.0,11133.0,11035.0,11603.0,11278.0,11409.0,11414.0,11893.0,11477.0,11769.0,12092.0,11865.0,11619.0,11888.0,12229.0,12493.0,12678.0,12173.0,11878.0,11420.0","9553.0,9819.0,9726.0,9712.0,10238.0,10516.0,10415.0,10268.0,10719.0,10683.0,10193.0,10331.0,10689.0,10890.0,10775.0,11305.0,10952.0,10806.0,10551.0,11476.0,11421.0,11435.0,11874.0,11173.0,11462.0,11060.0,11955.0,11799.0,11766.0,11516.0,11646.0,10777.0","9476.0,9831.0,9824.0,9761.0,10324.0,10310.0,10156.0,10460.0,10074.0,10660.0,10761.0,10698.0,10778.0,10890.0,10509.0,11173.0,11028.0,10988.0,10675.0,11011.0,11044.0,11075.0,11236.0,11000.0,11254.0,11612.0,11532.0,11474.0,11689.0,11712.0,11518.0,11434.0"
CPC_CPC_Packet_Decoding_max,"11470.0,11960.0,11638.0,12478.0,12373.0,12179.0,12403.0,13192.0,12697.0,13005.0,11787.0,13035.0,11997.0,11908.0,11514.0,13189.0,12261.0,12018.0,12861.0,12693.0,12740.0,12194.0,12684.0,12423.0,12996.0,12889.0,13121.0,13850.0,13583.0,13242.0,13819.0,13575.0","11958.0,12322.0,127164.0,12497.0,12649.0,12635.0,12516.0,13233.0,13036.0,13799.0,12861.0,12748.0,12987.0,13218.0,12224.0,12406.0,12699.0,12285.0,12933.0,12279.0,11654.0,12081.0,12228.0,12646.0,11996.0,12750.0,12426.0,12610.0,12903.0,12548.0,11868.0,12113.0","12888.0,12729.0,13040.0,13103.0,13397.0,13493.0,13990.0,14588.0,13988.0,14088.0,13533.0,14262.0,14131.0,14031.0,14591.0,14586.0,14577.0,14251.0,14104.0,15038.0,14427.0,14611.0,14408.0,14894.0,15010.0,15109.0,14797.0,14654.0,15763.0,15857.0,15176.0,14038.0","12676.0,12690.0,13166.0,12449.0,13264.0,13276.0,13340.0,13861.0,13890.0,14862.0,14189.0,14454.0,14190.0,14653.0,14375.0,15300.0,15676.0,15021.0,14784.0,15789.0,15758.0,15281.0,15908.0,15624.0,15760.0,16570.0,16400.0,16648.0,16467.0,15814.0,15514.0,16035.0","14153.0,13299.0,13012.0,12566.0,13912.0,12978.0,13548.0,13615.0,14621.0,14751.0,14607.0,14687.0,13912.0,14252.0,14846.0,15115.0,14329.0,14325.0,15543.0,15114.0,15363.0,15054.0,15563.0,15480.0,14520.0,15348.0,16307.0,16789.0,17104.0,15864.0,16430.0,15467.0","12598.0,12811.0,13061.0,12790.0,14042.0,13076.0,14044.0,13905.0,14212.0,14471.0,14079.0,13871.0,13662.0,14395.0,14634.0,15117.0,14216.0,14764.0,14781.0,14083.0,14776.0,14595.0,14988.0,14547.0,15990.0,14560.0,15568.0,15778.0,15297.0,15187.0,15278.0,15031.0"
CPC_SPI_Intf_Busy_Cycles_avg,"11312966.52,6048917.17,4172688.87,3231349.0,2676412.87,2288110.52,2024471.39,1817850.43,1673344.35,1544435.57,1456105.48,1382481.61,1310667.26,1250576.91,1225179.61,1225380.74,1192423.74,1162639.57,1396335.42,1368758.26,1331934.16,1349990.37,1338420.0,1321447.32,1313446.26,1274628.84,1288105.0,1282067.32,1231083.84,1227918.21,1254316.05,1263059.89","18900922.68,9790121.16,6566078.11,5280725.53,4084533.79,3487055.11,3077578.26,2895019.37,2512192.26,2307484.74,2149474.84,2028455.89,1865358.84,1734917.26,1649304.53,1634813.0,1539375.26,1426449.79,1175033.61,1159825.57,1168102.48,1154874.0,1168108.57,1154190.57,1159088.78,1149595.74,1155986.65,1149716.61,1153219.91,1143622.65,1150784.09,1150366.35","25462102.68,13978101.53,9547177.95,7772200.79,6146293.0,5221333.47,4539477.63,4040316.05,3763908.53,3490282.95,3342473.0,3133319.11,3010349.53,2870768.74,2800107.05,2818974.84,2686286.32,2596221.89,2547897.21,2574525.32,2506545.68,2661349.11,2627952.58,2636905.42,2452390.21,2438004.89,2546338.0,2431445.58,2483446.05,2452953.58,2474632.42,2483002.0","26975951.42,14580969.21,10256681.74,8128474.84,6562939.42,5663676.05,5117696.79,4726438.84,4546668.21,4308751.47,4286921.79,3920821.89,3974763.79,3791378.89,3737795.37,3638599.53,3574238.95,3463581.21,3488702.37,3497101.68,3407038.53,3476059.26,3449830.95,3403038.16,3275586.32,3211185.58,3368504.58,3136219.32,3234407.21,3046016.58,3068250.89,3146866.84","28041038.79,15393662.42,10875401.05,8752323.74,7148000.95,6065028.32,5438763.11,4837429.42,4653152.37,4369513.0,4424228.84,3999531.89,4210678.11,4209494.53,4154462.95,4301146.26,3998435.42,3968252.0,3937783.0,4232086.0,3932393.16,4269273.74,4269798.32,4242321.37,3978803.84,3890155.42,4198737.47,3907715.68,4109101.58,3930730.26,4061932.16,4058694.05","26289861.63,14518717.53,10015100.11,7967943.58,6451719.0,5477414.26,4826070.84,4352225.37,4029136.63,3748800.21,3639775.68,3290483.0,3256479.47,3147548.79,3048873.32,3115172.68,2974391.79,2818331.11,2804872.42,2921463.0,2767182.21,2948673.84,2952042.63,2944333.89,2752790.11,2673668.84,2889076.42,2657464.21,2830488.53,2626793.47,2740940.84,2683986.26"
CPC_SPI_Intf_Busy_Cycles_min,"1170093.0,1171485.0,1166165.0,1168584.0,1167470.0,1168770.0,1165133.0,1168833.0,1166349.0,1169500.0,1162192.0,1166007.0,1169973.0,1172869.0,1163240.0,1167329.0,1158037.0,1119735.0,1345314.0,1338602.0,1289991.0,1319976.0,1316928.0,1282967.0,1293156.0,1238591.0,1252807.0,1253575.0,1198219.0,1190696.0,1197967.0,1241086.0","18853568.0,9717188.0,6524444.0,5245745.0,4058878.0,3448058.0,3048764.0,2866975.0,2477317.0,2283794.0,2123753.0,1993719.0,1835355.0,1694434.0,1612573.0,1590842.0,1500651.0,1382456.0,1133253.0,1116662.0,1129556.0,1111874.0,1124741.0,1106542.0,1119621.0,1110716.0,1118505.0,1113523.0,1113771.0,1107581.0,1112785.0,1110550.0","25418870.0,13947513.0,9534831.0,7749376.0,6117507.0,5191232.0,4511520.0,3992578.0,3728634.0,3448833.0,3292730.0,3078962.0,2950832.0,2833966.0,2759101.0,2708362.0,2633602.0,2543679.0,2485668.0,2497858.0,2456558.0,2629956.0,2600916.0,2539403.0,2423435.0,2401143.0,2515131.0,2407714.0,2433811.0,2434370.0,2462093.0,2464823.0","26937916.0,14551796.0,10210893.0,8101207.0,6511032.0,5623296.0,5074849.0,4680499.0,4492980.0,4275272.0,4269409.0,3901075.0,3951185.0,3767912.0,3713098.0,3616200.0,3557355.0,3444418.0,3463491.0,3480394.0,3390786.0,3463484.0,3441708.0,3363707.0,3257732.0,3195321.0,3346962.0,3115709.0,3210530.0,3022914.0,3029668.0,3130259.0","27867452.0,15361115.0,10862262.0,8735762.0,7129292.0,6033417.0,5418164.0,4805244.0,4626585.0,4115476.0,4273998.0,3937082.0,4135887.0,3952991.0,4030480.0,4070906.0,3957485.0,3923998.0,3889250.0,4119679.0,3911634.0,4217520.0,4238764.0,4209783.0,3876887.0,3868733.0,4108857.0,3851353.0,3942259.0,3887827.0,3948701.0,4023453.0","26189853.0,14484351.0,9998800.0,7892362.0,6428437.0,5439532.0,4801852.0,4316572.0,3994918.0,3712359.0,3597493.0,3253394.0,3217457.0,3117807.0,2984634.0,3071552.0,2950934.0,2796498.0,2752792.0,2876896.0,2737839.0,2936874.0,2941127.0,2930605.0,2681080.0,2636673.0,2876726.0,2605394.0,2815267.0,2575243.0,2651619.0,2643746.0"
CPC_SPI_Intf_Busy_Cycles_max,"13466912.0,7092871.0,4815311.0,3676489.0,3005057.0,2533946.0,2215424.0,1967173.0,1794554.0,1640502.0,1535301.0,1450343.0,1362957.0,1297402.0,1267100.0,1270199.0,1234610.0,1198220.0,1428889.0,1392552.0,1371681.0,1374318.0,1364689.0,1350199.0,1331637.0,1299199.0,1318998.0,1307090.0,1265207.0,1260293.0,1280071.0,1283462.0","18971555.0,9843326.0,6606747.0,5313351.0,4114138.0,3529540.0,3104461.0,2917311.0,2543534.0,2327717.0,2168474.0,2066645.0,1892034.0,1766407.0,1690911.0,1670053.0,1568191.0,1461636.0,1214741.0,1194795.0,1200741.0,1181784.0,1234715.0,1215669.0,1189916.0,1173726.0,1183693.0,1176335.0,1177369.0,1172358.0,1173000.0,1178570.0","25510221.0,14005682.0,9558260.0,7794051.0,6165594.0,5257932.0,4572429.0,4090708.0,3802466.0,3553608.0,3384621.0,3168085.0,3090327.0,2958497.0,2880446.0,2884573.0,2725500.0,2638479.0,2581707.0,2678192.0,2554709.0,2696808.0,2651624.0,2665864.0,2477370.0,2472537.0,2570115.0,2465899.0,2540189.0,2473709.0,2497171.0,2496947.0","27009726.0,14606336.0,10292009.0,8156620.0,6630477.0,5706454.0,5147959.0,4764434.0,4637762.0,4336215.0,4308566.0,3942072.0,4002836.0,3821128.0,3764886.0,3661332.0,3589962.0,3481248.0,3506290.0,3516054.0,3421246.0,3492341.0,3458566.0,3423208.0,3287587.0,3223866.0,3381875.0,3150921.0,3254780.0,3067390.0,3115422.0,3165695.0","28130627.0,15423357.0,10891926.0,8775051.0,7164360.0,6091296.0,5462978.0,4878300.0,4684514.0,4500779.0,4477058.0,4051785.0,4297020.0,4312143.0,4259854.0,4425813.0,4023692.0,4021203.0,3973013.0,4277983.0,3955741.0,4296543.0,4300953.0,4281991.0,4139906.0,3922047.0,4225571.0,4075436.0,4165595.0,3974795.0,4196983.0,4076837.0","26394888.0,14561005.0,10026430.0,8024476.0,6469275.0,5504694.0,4852525.0,4394997.0,4057107.0,3771312.0,3674919.0,3318748.0,3283790.0,3183058.0,3084988.0,3146442.0,3007997.0,2848413.0,2832563.0,2946078.0,2806661.0,2960699.0,2964346.0,2958970.0,2835242.0,2702917.0,2904095.0,2757965.0,2845059.0,2653832.0,2776009.0,2716093.0"
CPC_SPI_Intf_Util_avg,"99.71,99.67,99.51,99.54,99.41,99.42,99.3,99.24,99.09,99.17,99.07,98.99,99.01,99.02,98.84,98.94,99.02,98.93,98.95,98.93,99.01,99.8,99.86,100.63,98.71,98.09,99.08,97.81,98.68,97.21,98.67,98.14","99.84,99.93,99.88,99.8,99.64,99.39,99.7,99.63,98.84,101.99,99.71,99.32,99.02,99.2,98.79,99.74,98.96,98.22,98.9,98.89,98.8,98.97,99.15,99.19,98.82,98.76,98.94,97.76,98.84,98.71,98.95,98.84","99.93,99.94,99.84,99.85,99.78,99.87,99.8,99.71,99.95,100.1,100.43,99.49,100.85,100.1,99.51,101.69,96.77,99.45,99.9,101.06,98.72,105.74,105.52,106.06,96.01,99.28,104.14,94.37,100.81,99.3,95.41,97.84","99.94,99.9,99.82,99.86,99.93,99.78,99.86,99.56,103.15,100.8,101.93,98.9,100.95,102.11,100.61,101.73,96.51,98.47,99.6,102.89,98.27,104.44,104.07,105.72,96.44,99.41,104.67,93.83,103.83,97.56,95.22,95.94","99.89,99.91,99.84,99.91,99.83,99.79,99.71,99.6,100.37,104.82,108.0,97.58,105.75,106.33,102.92,105.95,92.86,96.21,97.57,107.46,96.79,106.66,107.75,108.04,94.12,97.37,105.24,92.52,104.61,96.2,94.98,94.5","99.95,99.95,99.8,99.83,99.72,99.74,99.84,99.52,101.01,101.54,102.17,99.49,103.2,104.96,101.92,102.84,95.35,97.21,98.34,105.45,96.33,105.67,106.2,108.07,94.58,96.36,106.96,91.83,106.27,96.03,95.93,93.97"
CPC_SPI_Intf_Util_min,"98.32,98.31,97.8,98.73,98.58,98.79,97.94,98.67,97.89,98.69,98.59,98.31,98.71,98.68,98.05,98.58,98.62,98.12,96.8,97.56,97.25,98.47,98.78,98.49,98.02,82.03,97.43,96.39,97.19,95.08,96.03,95.82","99.37,99.02,99.23,98.9,99.0,97.55,98.23,98.79,97.18,100.79,98.84,97.86,98.28,97.96,97.16,97.69,96.9,95.79,97.94,97.54,98.16,97.87,98.22,97.59,97.81,97.58,98.35,94.28,97.81,97.69,95.71,97.87","99.72,99.71,99.5,99.68,99.38,99.11,98.85,98.55,98.92,98.95,98.74,98.5,98.71,98.33,98.47,98.31,92.89,97.55,97.71,97.59,93.28,103.37,103.57,102.91,94.94,98.22,103.16,93.16,99.03,98.55,94.18,95.86","99.84,99.64,99.57,99.59,99.43,99.06,99.07,98.6,101.45,100.14,101.26,98.26,100.29,101.73,99.88,100.92,95.85,98.03,98.87,101.88,97.68,103.62,102.62,104.88,95.2,97.21,103.0,93.05,102.81,96.64,93.98,94.32","98.75,99.75,99.75,99.7,99.51,99.56,99.38,99.33,99.58,98.96,103.35,92.49,103.86,99.07,99.16,100.46,90.43,94.22,94.03,104.49,94.11,102.83,104.12,103.7,91.22,94.06,102.47,91.05,99.74,93.86,92.06,92.59","99.47,99.82,99.69,99.0,99.44,99.26,99.37,99.0,100.23,100.74,101.28,97.69,102.08,103.33,100.42,101.42,94.25,95.94,95.22,102.68,94.27,102.92,103.2,104.88,92.08,88.01,103.2,90.17,105.37,93.28,92.12,92.8"
CPC_SPI_Intf_Util_max,"99.93,99.92,99.77,99.7,99.62,99.54,99.72,99.41,99.33,99.41,99.25,99.18,99.28,99.39,99.14,99.21,99.68,99.7,100.5,100.45,100.09,101.37,100.97,104.1,99.77,100.0,100.69,99.42,100.31,99.54,101.45,99.98","100.47,100.56,100.21,100.51,100.82,100.78,101.41,100.53,100.21,102.99,100.41,100.44,100.02,100.16,100.11,101.33,100.41,100.49,99.61,100.25,99.24,102.58,102.33,103.21,99.48,99.47,99.98,99.67,99.84,99.71,100.27,99.47","100.16,100.21,99.99,100.04,100.05,100.5,100.88,100.43,101.16,101.47,101.35,100.35,103.47,102.61,103.51,104.61,100.48,101.69,103.08,104.41,100.9,108.42,107.29,108.5,97.71,100.89,105.18,96.56,102.93,100.45,96.88,99.91","100.02,100.13,100.24,100.09,100.51,100.53,100.43,100.88,105.56,101.56,102.53,99.75,101.93,102.46,101.17,102.6,96.92,99.05,100.18,103.49,98.75,105.17,105.2,106.78,98.81,100.27,105.5,94.3,104.65,98.98,96.93,97.01","100.49,100.15,99.94,100.09,100.05,100.06,99.97,99.88,100.98,108.64,109.97,100.43,108.41,109.43,104.83,108.97,95.14,101.1,100.23,109.56,100.81,109.97,109.8,109.29,97.58,100.26,108.11,95.93,105.98,100.63,97.82,96.58","100.69,100.05,99.94,100.34,100.01,100.3,100.26,100.29,101.56,102.57,102.94,101.18,104.61,106.38,103.25,103.76,96.82,99.98,101.37,107.11,99.83,108.46,108.79,109.55,97.55,100.88,108.79,95.28,107.38,98.94,97.3,95.72"
CPC_L2Cache_Intf_Util_avg,"0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02","0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03","0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01","0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01","0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01","0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01"
